92;1;;Normatividad Aplicable;T;E
92;2; A;Estructura Org nica;T;N
92;2; B;Organigrama;T;N
92;2; B;Organigrama;A;N
92;3;;Facultades de µrea;T;E
92;4;;Metas y Objetivos de µrea;A;E
92;5; A;Indicadores Interes P£blico;A;E
92;5; B;Indicadores para Resultados relacionados con temas de Interes P£blico o Trascendecia Social;A;E
92;6; A;Indicadores de  Objetivos y Resultados ;A;E
92;6; B;Matriz de Indicadores de Resultados;A;E
92;7;;Directorio de los Servidores P£blicos;T;E
92;8;;Remuneraciones;T;E
92;9;;Gastos por vi ticos y gastos de representaci¢n;T;E
92;10; A;Plazas Vacantes;T;E
92;10; B;Total de Plazas Vacantes Ocupadas;T;E
92;11;;Contrataciones de Servicios Profesionales;T;E
92;12;;Perfil de Puestos de Servidores P£blicos;T;E
92;13;;Declaraciones Patrimoniales de los Servidores P£blicos;;
92;14;;Programas de Subsidio, estimulos y Apoyos;T;E
92;14; B;Padr¢n de Beneficiarios;T;E
92;15;;Agenda de Reuniones;T;E
92;16;;Domicilio de la Unidad de Transparencia;T;N
92;17;;Registro de solicitudes de Acceso a la Informaci•n recibidas y atendidas;T;E
92;18;;Convocatorias a concursos para ocupar cargos P—blicos;T;E
92;19;;Indices a los expedientes clasificados como reservados;T;E
92;20; A;Normatividad Laboral;T;E
92;20; B;Recursos P—blicos entregados a Sindicatos;T;E
92;21;;Informaci•n Curricular y Sanciones Administrativas;T;E
92;22;;Servidores P—blicos con Sanciones Administrativas Definitivas;T;E
92;23;;Servicios requisitos para acceder a ellos;T;E
92;24;;Tramites, requisitos y formatos que ofrecen;T;E
92;25; A;Presupuesto Asignado;T;E
92;25; B;Ejercicio de los Egresos Presupuestarios;T;E
92;25; C;Informacion Financiera de Cuenta P—blica;A;E
92;26;;Deuda P—blica;A;E
92;27; A;Programa Anual de Comunicaci•n Social o Equivalente;T;E
92;27; B;Erogaci•n de Recursos por contrataci•n de Servicios;N;
92;27; C;Utilizaci•n de Tiempos Oficiales;;
92;27; D;Mensaje e Hipervinculo a la informaci•n relacionada con los tiempos oficiales;;
92;28;;Resultados de Auditorias Realizadas;T;E
92;29; A;Resultado de Procedimientos de licitaci•n p—blica e invitaci•n cuando menos a tres personas realiza;T;E
92;29; B;Resultados de procedimientos de adjudicaci•n directa;T;E
92;30;;Resultado de la dictaminaci•n de los Estados Financierios;A;E
92;31;;Personas que usan Recursos P—blicos;;
92;32;;Las conceciones, contratos, convenios, permisos, licencias o autorizaciones otrogadas;T;E
92;33;;Informes Emitidos;T;E
92;34;;Estadisticas Generales;T;E
92;35; A;Gasto por Capitulo, Concepto y Partida;T;E
92;35; B;Informes financieros, contables, presupuestales;T;E
92;36;;Padr¢n de Proveedores;T;E
92;37;;Convenios de coordinaci¢n, de concentraci¢n con el sector privado o p£blico;T;E
92;38; A;Inventario de Bienes Muebles;S;E
92;38; B;Inventario de altas practicadas a bienes muebles;S;E
92;38; C;Inventario de bajas practicadas a bienes muebles;S;E
92;38; D;Inventario de Bienes Inmuebles;S;E
92;38; E;Inventario de altas practicadas a bienes inmuebles;S;E
92;38; F;Inventario de bajas practicadas a bienes inmuebles;S;E
92;38; G;Inventario de bienes muebles e inmuebles donados;S;E
92;39; A;Recomendaciones emitidas por la CNDH;T;E
92;39; B;Casos especiales emitidos por la CNDH u otros organismos;T;E
92;39; C;Recomendaciones emitidas por organismos internacionales;T;E
92;40;;Resoluciones y Laudos Emitidos;T;E
92;41; A;Mecanismos de participaci¢n ciudadana;T;E
92;41; B;Resultado de los mecanismos de participaci¢n ;T;E
92;42; A;Programas que ofrecen ;T;E
92;42; B;Tramites para acceder a los programas que ofrecen;T;E
92;43; A ;Informe de Sesiones del comit‚ de Transparencia;S;E
92;43; B;Informe de Resoluciones del Comit‚ de Transparencia;S;E
92;43; C;Intgrantes del Comit‚ de Transparencia;S;E
92;43; D;Calendario de Sesiones ordinarias del Comit‚ de Transparencia;S;E
92;44; A;Evaluaciones y encuestas a programas financiados con recursos p£blicos;A;E
92;44; B;Encuestas sobre programas financiados con recurso;A;E
92;45;;Estados finaciados con recursos p£blicos;T;E
92;46; A;Hipervinculo al listado de pensionados y jubilados;T;
92;46; B;Listado de Jubilados y Pensionados y el monto que reciben;;
92;17; A;Ingresos Recibidos;T;
92;17; B;Responsables de recibir, administrar y ejercer los ingresos;S;
92;18; A;Donaciones en dinero realizada;S;
92;18; B;Donaciones en especie realizadas;S;
92;49;;Cat logo de disposici¢n y gu¡a de archivo documental;A;
92;50;;Actas de consejo consultivo ;;
92;50; B;Opiniones y recomendaciones del consejo consultivo;;
92;51; A;Solicitudes de intervenci¢n de comunicaciones;;
92;51; B;Solicitudes de registros de comunicaciones y de registro de localizaci¢n geografica;;
92;51; C;Mensaje ;;
92;52; A;Informaci¢n de interes p£blico ;T;
92;52; B;Preguntas frecuentes;T;
92;52; C;Transparencia Proactiva;T;
93;1;;Tablas de aplicabilidad ;A;
94;1; A1;Hiperv¡nculo al plan nacional de desarrollo;A;
94;1; A2;Plan de desarrollo;A;
94;1; B1;Presupuesto de egresos;A;
94;1; B2;Egreos y formulas de distribuci¢n de recursos;A;
94;1; C1;Hipervinculo al listado de expropiaciones;;
94;1; C2;Listado de exproipaciones;;
94;1; D1;Hipervinculo a las cancelaciones y condonaciones;T;
94;1; D2;Coontribuyentes que recibieron cancelaci¢n o condonaci¢n de cr‚ditos fiscales;T;
94;#­VALOR!;;Estadisticas sobre conexiciones ;T;
94;1; E1;Hipervinculo a la informaci¢n de los corredores ;T;
94;1; E2;Corredores y notarios p£blicos;T;
94;1; E 3;Sanciones aplicadas a corredores y notarios;;
94;1; F1;Hipervinculo a los planes de desarrollo urbano;T;
94;1; F2;Planes y /o Programas de desarrollo urbano;T;
94;1; F3;Planes y Programas de ordenamiento territorial;T;
94;1; F4;Planes y Programas de ordenamiento ecologico;T;
94;1; F5;Tipos de uso de suelo;T;
94;1; F6;Licencias de uso de suelo;T;
94;1; F7;Licencias de construcci¢n;T;
94;1; G;Disposiciones Administrativas;T;
94;1; H1;Requisitos para ser Oficial de registro civil;;
94;1; H2;Resultados de los examenes de aptitud;;
94;1; H3;Resultados de las supervisiones, investigaciones e inspecciones a las Oficinas y Oficilias de registro civil;;
94;1; H4;Oficialias del registro civil en el Estado de M‚xico, domicilios de las mismas e informaci¢n curricular y antig£edad de los titulares;;
94;1; H5;Estadisticas de los tramites ante el registro civil;;
94;1; I ;Calendario Escolar;;
94;1; I2;Directorio de Escuelas Incorporadas;;
94;1; I3;Lista de materiales y £tiles escolares autoriazados;;
94;1; I4;Directorio de Bibliotecas Estatales;;
94;1; J;Atlas de Riesgos;;
94;1; K;Informaci¢n para el conocimiento  y evaluaci¢n de las funcionesy politicas p£blicas implementadas por el poder ejecutivo7 ;;
94;2; A1 ;Hipervinculo a las gacetas municipales;T;
94;2; A2 ;Contenido de Gacetas Municipales;T;
94;2; B1;Calendario de Sesiones de Cabildo;T;
94;2; B2;Sesiones Celebradas de Cabildo;T;
94;2; C;Participaciones y Aportaciones recibidas, derivadas de la Ley de Coordinaci¢n Fiscal;T;
94;2; D;Recursos federales recibidos, derivados del titulo 2ø Del federalismo del prespuesto de egresos de la federaci¢n;T;
